,Unnamed..0,Time,Type.of.Implant,Stim.Target,Project,File.Name,Outcome,Premature_or_not,Omission_or_not,Accuracy,Animal,Stim,Protocol,Date,Actual.Nosepoke,Trial.Number,Reaction.Time,Session.Number,Omission_binary,Premature_binary
5628,27,330.481,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,3/17/2023,NP2,28,2.386141777,16,0,0
5629,28,341.966,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP2,29,0.702035189,16,0,0
5630,29,353.364,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,3/17/2023,NP3,30,0.91001749,16,0,0
5631,30,364.04,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,31,,16,0,1
5632,31,387.429,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP1,32,0.563287258,16,0,0
5633,32,397.76,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,33,,16,0,1
5634,33,407.606,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,34,,16,0,1
5635,34,425.484,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP5,35,4.486061811,16,0,0
5636,35,436.555,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,36,,16,0,1
5637,36,451.118,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP1,37,0.302675247,16,0,0
5638,37,462.704,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP2,38,0.414004087,16,0,0
5639,38,474.534,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP4,39,0.260002613,16,0,0
5640,39,485.266,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP5,40,0.384189606,16,0,0
5641,40,496.37,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,3/17/2023,NP3,41,0.575341225,16,0,0
5642,41,505.934,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,42,,16,0,1
5643,42,523.386,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Omission,Not_premature,Omission,Omission,FC32,on,5CSRTT Day 2,3/17/2023,,43,,16,1,0
5644,43,538.892,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Omission,Not_premature,Omission,Omission,FC32,on,5CSRTT Day 2,3/17/2023,,44,,16,1,0
5645,44,556.21,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP2,45,0.449011564,16,0,0
5646,45,566.238,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,46,,16,0,1
5647,46,576.166,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,47,,16,0,1
5648,47,587.474,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP3,48,0.422004223,16,0,0
5649,48,598.548,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP2,49,0.355003595,16,0,0
5650,49,609.682,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP5,50,0.550005674,16,0,0
5651,50,618.416,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,51,,16,0,1
5652,51,633.2,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP2,52,0.25900197,16,0,0
5653,52,643.375,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,53,,16,0,1
5654,53,652.998,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,54,,16,0,1
5655,54,666.059,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,3/17/2023,NP3,55,2.015303612,16,0,0
5656,55,678.512,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP1,56,0.629356146,16,0,0
5657,56,689.23,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,3/17/2023,NP4,57,0.43933773,16,0,0
5658,57,700.772,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,58,,16,0,1
5659,58,713.193,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,59,,16,0,1
5660,59,723.557,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,3/17/2023,NP3,60,0.343058348,16,0,0
5661,60,732.378,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,61,,16,0,1
5662,61,746.032,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,3/17/2023,NP1,62,0.839520216,16,0,0
5663,62,773.415,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP1,63,0.731492758,16,0,0
5664,63,784.363,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP5,64,0.454011202,16,0,0
5665,64,796.12,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP4,65,0.84900856,16,0,0
5666,65,807.21,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP2,66,0.391011,16,0,0
5667,66,817.235,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,67,,16,0,1
5668,67,828.838,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP1,68,0.433054209,16,0,0
5669,68,839.767,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,3/17/2023,NP3,69,0.849502325,16,0,0
5670,69,850.014,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,70,,16,0,1
5671,70,859.824,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,71,,16,0,1
5672,71,870.866,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,3/17/2023,NP4,72,0.258007765,16,0,0
5673,72,880.485,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,73,,16,0,1
5674,73,891.572,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP4,74,0.230002642,16,0,0
5675,74,902.782,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,75,,16,0,1
5676,75,911.038,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,76,,16,0,1
5677,76,921.956,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,3/17/2023,NP3,77,0.802019358,16,0,0
5678,77,932.966,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,3/17/2023,NP4,78,0.289002895,16,0,0
5679,78,944.207,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP3,79,0.245002508,16,0,0
5680,79,954.794,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,3/17/2023,NP5,80,0.122009516,16,0,0
5681,80,965.532,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP2,81,0.491026402,16,0,0
5682,81,976.777,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP4,82,0.319003344,16,0,0
5683,82,987.25,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP1,83,0.323002815,16,0,0
5684,83,998.8,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP3,84,0.677167416,16,0,0
5685,84,1010.871,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP5,85,0.31700325,16,0,0
5686,85,1022.908,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP4,86,0.381003618,16,0,0
5687,86,1035.921,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP1,87,0.279999733,16,0,0
5688,87,1048.642,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,3/17/2023,NP1,88,0.330003023,16,0,0
5689,88,1059.821,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,3/17/2023,NP3,89,0.815208912,16,0,0
5690,89,1070.648,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP3,90,0.677006721,16,0,0
5691,90,1090.823,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,3/17/2023,NP4,91,4.612020493,16,0,0
5692,91,1099.43,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,92,,16,0,1
5693,92,1111.925,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,93,,16,0,1
5694,93,1122.236,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,3/17/2023,,94,,16,0,1
5695,94,1132.547,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP2,95,0.286989689,16,0,0
5696,95,1144.066,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP1,96,0.294002771,16,0,0
5697,96,1154.743,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP3,97,0.196001768,16,0,0
5698,97,1165.378,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,3/17/2023,NP1,98,0.32798624,16,0,0
5699,98,1181.101,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Omission,Not_premature,Omission,Omission,FC32,on,5CSRTT Day 2,3/17/2023,,99,,16,1,0
5700,99,1198.359,Electrode,Mid-Striatum,5c,03-17-2023\1679077230588.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,3/17/2023,NP5,100,2.186124563,16,0,0
5701,0,10.916,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,2/20/2023,,1,,2,0,0
5702,1,27.572,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Omission,Not_premature,Omission,Omission,FC32,on,5CSRTT Day 2,2/20/2023,,2,,2,1,0
5703,2,41.578,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP4,3,3.670273066,2,0,0
5704,3,58.034,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP4,4,3.670273066,2,0,0
5705,4,73.97,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,2/20/2023,NP4,5,3.670273066,2,0,0
5706,5,90.883,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP2,6,1.791751146,2,0,0
5707,6,101.925,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,2/20/2023,,7,,2,0,1
5708,7,116.832,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,2/20/2023,NP2,8,3.422810078,2,0,0
5709,8,148.696,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP1,9,0.697007895,2,0,0
5710,9,161.56,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP3,10,2.148094654,2,0,0
5711,10,170.584,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,2/20/2023,,11,,2,0,1
5712,11,183.07,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP2,12,0.503014326,2,0,0
5713,12,193.599,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP5,13,0.209002256,2,0,0
5714,13,203.572,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,2/20/2023,,14,,2,0,1
5715,14,213.68,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,2/20/2023,,15,,2,0,1
5716,15,228.211,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP3,16,4.20256567,2,0,0
5717,16,239.977,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,2/20/2023,,17,,2,0,1
5718,17,259.117,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,2/20/2023,NP3,18,4.20256567,2,0,0
5719,18,280.138,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP3,19,4.20256567,2,0,0
5720,19,299.549,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,2/20/2023,,20,,2,0,1
5721,20,310.453,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP2,21,0.79602766,2,0,0
5722,21,326.601,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP1,22,0.828217506,2,0,0
5723,22,335.396,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,2/20/2023,,23,,2,0,1
5724,23,345.439,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,2/20/2023,,24,,2,0,1
5725,24,357.089,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP5,25,1.013714314,2,0,0
5726,25,367.292,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,2/20/2023,NP1,26,0.06200099,2,0,0
5727,26,384.886,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP1,27,0.482010603,2,0,0
5728,27,394.682,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,2/20/2023,,28,,2,0,1
5729,28,406.037,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP2,29,0.602158785,2,0,0
5730,29,418.1,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP4,30,0.402126074,2,0,0
5731,30,428.485,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP3,31,0.359017849,2,0,0
5732,31,439.099,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP1,32,0.308003426,2,0,0
5733,32,450.706,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP2,33,0.871015072,2,0,0
5734,33,467.508,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Omission,Not_premature,Omission,Omission,FC32,on,5CSRTT Day 2,2/20/2023,,34,,2,1,0
5735,34,484.252,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP5,35,0.633196831,2,0,0
5736,35,495.144,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP3,36,0.486005545,2,0,0
5737,36,511.813,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Omission,Not_premature,Omission,Omission,FC32,on,5CSRTT Day 2,2/20/2023,,37,,2,1,0
5738,37,522.697,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP2,38,0.460513592,2,0,0
5739,38,536.501,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP4,39,0.518612862,2,0,0
5740,39,548.534,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP5,40,0.284003258,2,0,0
5741,40,558.89,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,2/20/2023,,41,,2,0,1
5742,41,572.487,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,2/20/2023,NP3,42,0.686006784,2,0,0
5743,42,583.706,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP1,43,0.247046709,2,0,0
5744,43,600.703,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,2/20/2023,NP2,44,0.88213706,2,0,0
5745,44,611.329,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,2/20/2023,NP1,45,0.077000618,2,0,0
5746,45,630.095,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Omission,Not_premature,Omission,Omission,FC32,on,5CSRTT Day 2,2/20/2023,,46,,2,1,0
5747,46,649.908,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Omission,Not_premature,Omission,Omission,FC32,on,5CSRTT Day 2,2/20/2023,,47,,2,1,0
5748,47,667.348,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,2/20/2023,NP1,48,0.077000618,2,0,0
5749,48,682.733,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,2/20/2023,NP1,49,0.077000618,2,0,0
5750,49,706.565,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Omission,Not_premature,Omission,Omission,FC32,on,5CSRTT Day 2,2/20/2023,,50,,2,1,0
5751,50,718.457,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP1,51,0.674332142,2,0,0
5752,51,729.116,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP2,52,0.349237442,2,0,0
5753,52,754.458,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP4,53,0.716222286,2,0,0
5754,53,764.992,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP3,54,0.218111992,2,0,0
5755,54,779.922,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,2/20/2023,NP1,55,3.895084858,2,0,0
5756,55,791.268,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP1,56,0.093000889,2,0,0
5757,56,802.858,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Incorrect Response,Not_premature,Not_omission,Error,FC32,on,5CSRTT Day 2,2/20/2023,NP4,57,1.12515378,2,0,0
5758,57,811.535,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Premature,Premature,Not_omission,Premature,FC32,on,5CSRTT Day 2,2/20/2023,,58,,2,0,1
5759,58,823.302,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP5,59,0.466114759,2,0,0
5760,59,834.316,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP4,60,0.367004156,2,0,0
5761,60,845.77,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP3,61,0.660027027,2,0,0
5762,61,857.29,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP2,62,0.392004251,2,0,0
5763,62,869.117,Electrode,Mid-Striatum,5c,02-20-2023\1676917509397.csv,Reward,Not_premature,Not_omission,Reward,FC32,on,5CSRTT Day 2,2/20/2023,NP1,63,0.418004751,2,0,0
