,Unnamed..0,Time,Type.of.Implant,Stim.Target,Project,File.Name,Outcome,Premature_or_not,Omission_or_not,Accuracy,Animal,Stim,Protocol,Date,Actual.Nosepoke,Trial.Number,Reaction.Time,Session.Number,Omission_binary,Premature_binary
2907,6,84.355,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC3,on,5CSRTT Day 4,7/30/2020,NP4,7,0.66,14,0,0
2908,7,99.66,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP5,8,0.345,14,0,0
2909,8,114.325,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Premature Response,Premature,Not_omission,,FC3,on,5CSRTT Day 4,7/30/2020,NP5,9,-2.19,14,0,1
2910,9,129.3,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP4,10,0.39,14,0,0
2911,10,156.765,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP4,11,0.485,14,0,0
2912,11,168.365,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP2,12,0.295,14,0,0
2913,12,178.8,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP5,13,0.365,14,0,0
2914,13,192.87,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP1,14,0.36,14,0,0
2915,14,206.025,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP3,15,0.27,14,0,0
2916,15,218.155,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP1,16,0.745,14,0,0
2917,16,230.65,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Premature Response,Premature,Not_omission,,FC3,on,5CSRTT Day 4,7/30/2020,NP3,17,-0.475,14,0,1
2918,17,241.1,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP5,18,0.77,14,0,0
2919,18,252.875,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Omission,Omission,Omission,,FC3,on,5CSRTT Day 4,7/30/2020,Omission,19,,14,1,1
2920,19,271.755,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP4,20,0.34,14,0,0
2921,20,286.675,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP2,21,0.36,14,0,0
2922,21,299.34,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC3,on,5CSRTT Day 4,7/30/2020,NP3,22,0.16,14,0,0
2923,22,310.46,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Premature Response,Premature,Not_omission,,FC3,on,5CSRTT Day 4,7/30/2020,NP4,23,-0.175,14,0,1
2924,23,320.735,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP5,24,0.515,14,0,0
2925,24,332.33,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC3,on,5CSRTT Day 4,7/30/2020,NP4,25,0.81,14,0,0
2926,25,344.625,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP3,26,0.395,14,0,0
2927,26,356.2,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP2,27,0.305,14,0,0
2928,27,367.375,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP5,28,0.525,14,0,0
2929,28,381.39,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Premature Response,Premature,Not_omission,,FC3,on,5CSRTT Day 4,7/30/2020,NP5,29,-0.03,14,0,1
2930,29,393.58,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP1,30,0.465,14,0,0
2931,30,404.845,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP4,31,0.385,14,0,0
2932,31,419.825,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC3,on,5CSRTT Day 4,7/30/2020,NP4,32,0.295,14,0,0
2933,32,431.01,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP2,33,0.27,14,0,0
2934,33,442.37,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP1,34,0.825,14,0,0
2935,34,453.54,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Omission,Omission,Omission,,FC3,on,5CSRTT Day 4,7/30/2020,Omission,35,,14,1,1
2936,35,469.795,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP3,36,0.315,14,0,0
2937,36,480.355,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC3,on,5CSRTT Day 4,7/30/2020,NP1,37,0.21,14,0,0
2938,37,493.45,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP1,38,0.48,14,0,0
2939,38,506.685,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP2,39,0.475,14,0,0
2940,39,517.84,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Premature Response,Premature,Not_omission,,FC3,on,5CSRTT Day 4,7/30/2020,NP4,40,-0.325,14,0,1
2941,40,528.615,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Omission,Omission,Omission,,FC3,on,5CSRTT Day 4,7/30/2020,Omission,41,,14,1,1
2942,41,544.23,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP1,42,0.435,14,0,0
2943,42,556.115,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP4,43,0.33,14,0,0
2944,43,568.525,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP3,44,0.68,14,0,0
2945,44,582.1,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP5,45,0.44,14,0,0
2946,45,593.82,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Premature Response,Premature,Not_omission,,FC3,on,5CSRTT Day 4,7/30/2020,NP2,46,-0.08,14,0,1
2947,46,603.935,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP3,47,0.64,14,0,0
2948,47,616.425,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP1,48,0.915,14,0,0
2949,48,630.72,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP2,49,0.42,14,0,0
2950,49,642.19,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP5,50,0.41,14,0,0
2951,50,655.28,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP1,51,0.385,14,0,0
2952,51,670.955,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP3,52,0.475,14,0,0
2953,52,684.24,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Premature Response,Premature,Not_omission,,FC3,on,5CSRTT Day 4,7/30/2020,NP5,53,-0.295,14,0,1
2954,53,695.31,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP2,54,0.52,14,0,0
2955,54,706.125,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP4,55,0.295,14,0,0
2956,55,717.85,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP3,56,0.345,14,0,0
2957,56,730.06,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP1,57,0.465,14,0,0
2958,57,741.49,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP5,58,0.365,14,0,0
2959,58,756.11,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP2,59,0.6,14,0,0
2960,59,768.14,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC3,on,5CSRTT Day 4,7/30/2020,NP2,60,0.22,14,0,0
2961,60,788.825,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP3,61,0.55,14,0,0
2962,61,799.995,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP1,62,0.635,14,0,0
2963,62,811.545,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC3,on,5CSRTT Day 4,7/30/2020,NP5,63,0.57,14,0,0
2964,63,824.845,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP5,64,0.565,14,0,0
2965,64,836.75,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP2,65,0.57,14,0,0
2966,65,850.91,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP2,66,0.39,14,0,0
2967,66,863.715,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP5,67,0.74,14,0,0
2968,67,874.585,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP3,68,0.38,14,0,0
2969,68,888.225,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP4,69,0.265,14,0,0
2970,69,903.155,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP1,70,0.47,14,0,0
2971,70,914.995,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP3,71,0.36,14,0,0
2972,71,928.465,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP2,72,0.47,14,0,0
2973,72,941.8,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP5,73,0.475,14,0,0
2974,73,953.845,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP4,74,0.445,14,0,0
2975,74,964.51,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP1,75,0.565,14,0,0
2976,75,976.425,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP5,76,0.9,14,0,0
2977,76,989.32,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP2,77,0.6,14,0,0
2978,77,1006.78,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP3,78,0.28,14,0,0
2979,78,1018.385,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP4,79,0.425,14,0,0
2980,79,1030.885,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP1,80,0.515,14,0,0
2981,80,1042.59,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP2,81,0.26,14,0,0
2982,81,1056.54,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Premature Response,Premature,Not_omission,,FC3,on,5CSRTT Day 4,7/30/2020,NP4,82,-1.75,14,0,1
2983,82,1065.735,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP3,83,0.345,14,0,0
2984,83,1077.645,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Premature Response,Premature,Not_omission,,FC3,on,5CSRTT Day 4,7/30/2020,NP3,84,-1.025,14,0,1
2985,84,1088.295,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Omission,Omission,Omission,,FC3,on,5CSRTT Day 4,7/30/2020,Omission,85,,14,1,1
2986,85,1104.9,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP4,86,0.78,14,0,0
2987,86,1116.92,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP2,87,0.29,14,0,0
2988,87,1129.09,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Premature Response,Premature,Not_omission,,FC3,on,5CSRTT Day 4,7/30/2020,NP5,88,-0.42,14,0,1
2989,88,1139.45,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP5,89,0.54,14,0,0
2990,89,1151.645,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP3,90,0.275,14,0,0
2991,90,1163.12,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Incorrect Response,Not_premature,Not_omission,Error,FC3,on,5CSRTT Day 4,7/30/2020,NP5,91,0.275,14,0,0
2992,91,1174.275,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP5,92,0.58,14,0,0
2993,92,1185.68,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP1,93,0.44,14,0,0
2994,93,1198.83,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP3,94,0.39,14,0,0
2995,94,1210.4,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP2,95,0.48,14,0,0
2996,95,1222.6,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP3,96,0.375,14,0,0
2997,96,1240.68,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP5,97,0.45,14,0,0
2998,97,1251.5,Electrode,Mid-Striatum,5c,Currentstimsessions\FC3on_2020_07_30__15_36_04.csv,Reward,Not_premature,Not_omission,Reward,FC3,on,5CSRTT Day 4,7/30/2020,NP2,98,0.225,14,0,0
