"","X","Animal","Session.Number","Outcome","Protocol","Stim","Omission_or_not","Premature_or_not","Accuracy","Reaction.Time"
"2391",2891,"FC3","13","Premature Response","5CSRTT Day 3","off","Not_omission","Premature","",-0.05
"2392",2892,"FC3","13","Reward","5CSRTT Day 3","off","Not_omission","Not_premature","Reward",0.43
"2393",2893,"FC3","13","Premature Response","5CSRTT Day 3","off","Not_omission","Premature","",-0.605
"2394",2894,"FC3","13","Reward","5CSRTT Day 3","off","Not_omission","Not_premature","Reward",0.675
"2395",2895,"FC3","13","Reward","5CSRTT Day 3","off","Not_omission","Not_premature","Reward",0.375
"2396",2896,"FC3","13","Reward","5CSRTT Day 3","off","Not_omission","Not_premature","Reward",0.89
"2397",2897,"FC3","13","Omission","5CSRTT Day 3","off","Omission","Omission","",NA
"2398",2898,"FC3","13","Reward","5CSRTT Day 3","off","Not_omission","Not_premature","Reward",0.725
"2399",2899,"FC3","13","Reward","5CSRTT Day 3","off","Not_omission","Not_premature","Reward",0.51
"2400",2900,"FC3","13","Reward","5CSRTT Day 3","off","Not_omission","Not_premature","Reward",0.465
"2401",2901,"FC3","14","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.59
"2402",2902,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.4
"2403",2903,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.51
"2404",2904,"FC3","14","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.055
"2405",2905,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.395
"2406",2906,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.37
"2407",2907,"FC3","14","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.66
"2408",2908,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.345
"2409",2909,"FC3","14","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-2.19
"2410",2910,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.39
"2411",2911,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.485
"2412",2912,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.295
"2413",2913,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.365
"2414",2914,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.36
"2415",2915,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.27
"2416",2916,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.745
"2417",2917,"FC3","14","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.475
"2418",2918,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.77
"2419",2919,"FC3","14","Omission","5CSRTT Day 4","on","Omission","Omission","",NA
"2420",2920,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.34
"2421",2921,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.36
"2422",2922,"FC3","14","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.16
"2423",2923,"FC3","14","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.175
"2424",2924,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.515
"2425",2925,"FC3","14","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.81
"2426",2926,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.395
"2427",2927,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.305
"2428",2928,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.525
"2429",2929,"FC3","14","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.03
"2430",2930,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.465
"2431",2931,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.385
"2432",2932,"FC3","14","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.295
"2433",2933,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.27
"2434",2934,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.825
"2435",2935,"FC3","14","Omission","5CSRTT Day 4","on","Omission","Omission","",NA
"2436",2936,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.315
"2437",2937,"FC3","14","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.21
"2438",2938,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.48
"2439",2939,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.475
"2440",2940,"FC3","14","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.325
"2441",2941,"FC3","14","Omission","5CSRTT Day 4","on","Omission","Omission","",NA
"2442",2942,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.435
"2443",2943,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.33
"2444",2944,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.68
"2445",2945,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.44
"2446",2946,"FC3","14","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.08
"2447",2947,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.64
"2448",2948,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.915
"2449",2949,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.42
"2450",2950,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.41
"2451",2951,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.385
"2452",2952,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.475
"2453",2953,"FC3","14","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.295
"2454",2954,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.52
"2455",2955,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.295
"2456",2956,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.345
"2457",2957,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.465
"2458",2958,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.365
"2459",2959,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.6
"2460",2960,"FC3","14","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.22
"2461",2961,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.55
"2462",2962,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.635
"2463",2963,"FC3","14","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.57
"2464",2964,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.565
"2465",2965,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.57
"2466",2966,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.39
"2467",2967,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.74
"2468",2968,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.38
"2469",2969,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.265
"2470",2970,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.47
"2471",2971,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.36
"2472",2972,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.47
"2473",2973,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.475
"2474",2974,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.445
"2475",2975,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.565
"2476",2976,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.9
"2477",2977,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.6
"2478",2978,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.28
"2479",2979,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.425
"2480",2980,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.515
"2481",2981,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.26
"2482",2982,"FC3","14","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-1.75
"2483",2983,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.345
"2484",2984,"FC3","14","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-1.025
"2485",2985,"FC3","14","Omission","5CSRTT Day 4","on","Omission","Omission","",NA
"2486",2986,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.78
"2487",2987,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.29
"2488",2988,"FC3","14","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.42
"2489",2989,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.54
"2490",2990,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.275
"2491",2991,"FC3","14","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.275
"2492",2992,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.58
"2493",2993,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.44
"2494",2994,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.39
"2495",2995,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.48
"2496",2996,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.375
"2497",2997,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.45
"2498",2998,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.225
"2499",2999,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.745
"2500",3000,"FC3","14","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.435
"2501",3001,"FC3","15","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-0.62
"2502",3002,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.925
"2503",3003,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.425
"2504",3004,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.285
"2505",3005,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.68
"2506",3006,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.44
"2507",3007,"FC3","15","Omission","5CSRTT Day 5","off","Omission","Omission","",NA
"2508",3008,"FC3","15","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",2.43
"2509",3009,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.65
"2510",3010,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.36
"2511",3011,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.63
"2512",3012,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.2
"2513",3013,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.41
"2514",3014,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.425
"2515",3015,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.4
"2516",3016,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.295
"2517",3017,"FC3","15","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-0.13
"2518",3018,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.73
"2519",3019,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.42
"2520",3020,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.335
"2521",3021,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.51
"2522",3022,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",1.295
"2523",3023,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.48
"2524",3024,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.46
"2525",3025,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.415
"2526",3026,"FC3","15","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-1.55
"2527",3027,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.39
"2528",3028,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.34
"2529",3029,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.29
"2530",3030,"FC3","15","Omission","5CSRTT Day 5","off","Omission","Omission","",NA
"2531",3031,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.345
"2532",3032,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.535
"2533",3033,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.5
"2534",3034,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.355
"2535",3035,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.33
"2536",3036,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.315
"2537",3037,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.405
"2538",3038,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.45
"2539",3039,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.285
"2540",3040,"FC3","15","Omission","5CSRTT Day 5","off","Omission","Omission","",NA
"2541",3041,"FC3","15","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",0.87
"2542",3042,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.595
"2543",3043,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.37
"2544",3044,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.365
"2545",3045,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.265
"2546",3046,"FC3","15","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",0.39
"2547",3047,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.43
"2548",3048,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.27
"2549",3049,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.435
"2550",3050,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.46
"2551",3051,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.61
"2552",3052,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.495
"2553",3053,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.44
"2554",3054,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.355
"2555",3055,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.575
"2556",3056,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.745
"2557",3057,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.235
"2558",3058,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.535
"2559",3059,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.265
"2560",3060,"FC3","15","Omission","5CSRTT Day 5","off","Omission","Omission","",NA
"2561",3061,"FC3","15","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-0.47
"2562",3062,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.24
"2563",3063,"FC3","15","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-1.3
"2564",3064,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.49
"2565",3065,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.46
"2566",3066,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.29
"2567",3067,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.515
"2568",3068,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.365
"2569",3069,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.805
"2570",3070,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.275
"2571",3071,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.52
"2572",3072,"FC3","15","Omission","5CSRTT Day 5","off","Omission","Omission","",NA
"2573",3073,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.44
"2574",3074,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.32
"2575",3075,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.525
"2576",3076,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.595
"2577",3077,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.35
"2578",3078,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.42
"2579",3079,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.72
"2580",3080,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.245
"2581",3081,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.345
"2582",3082,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.44
"2583",3083,"FC3","15","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",0.03
"2584",3084,"FC3","15","Omission","5CSRTT Day 5","off","Omission","Omission","",NA
"2585",3085,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.71
"2586",3086,"FC3","15","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",4.345
"2587",3087,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.57
"2588",3088,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.435
"2589",3089,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.485
"2590",3090,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.415
"2591",3091,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.35
"2592",3092,"FC3","15","Omission","5CSRTT Day 5","off","Omission","Omission","",NA
"2593",3093,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.51
"2594",3094,"FC3","15","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",0.165
"2595",3095,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.255
"2596",3096,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.59
"2597",3097,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.29
"2598",3098,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.56
"2599",3099,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.21
"2600",3100,"FC3","15","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.56
"2601",3101,"FC3","16","Omission","5CSRTT Day 1","on","Omission","Omission","",NA
"2602",3102,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",1.21
"2603",3103,"FC3","16","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.215
"2604",3104,"FC3","16","Premature Response","5CSRTT Day 1","on","Not_omission","Premature","",-0.64
"2605",3105,"FC3","16","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.865
"2606",3106,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.25
"2607",3107,"FC3","16","Premature Response","5CSRTT Day 1","on","Not_omission","Premature","",-0.17
"2608",3108,"FC3","16","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.14
"2609",3109,"FC3","16","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.13
"2610",3110,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.585
"2611",3111,"FC3","16","Premature Response","5CSRTT Day 1","on","Not_omission","Premature","",-0.195
"2612",3112,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.39
"2613",3113,"FC3","16","Omission","5CSRTT Day 1","on","Omission","Omission","",NA
"2614",3114,"FC3","16","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",1.045
"2615",3115,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.455
"2616",3116,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.545
"2617",3117,"FC3","16","Premature Response","5CSRTT Day 1","on","Not_omission","Premature","",-0.18
"2618",3118,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.395
"2619",3119,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.675
"2620",3120,"FC3","16","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.33
"2621",3121,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.265
"2622",3122,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.64
"2623",3123,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.445
"2624",3124,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.575
"2625",3125,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.285
"2626",3126,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.47
"2627",3127,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.255
"2628",3128,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.42
"2629",3129,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.245
"2630",3130,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.335
"2631",3131,"FC3","16","Premature Response","5CSRTT Day 1","on","Not_omission","Premature","",-1.12
"2632",3132,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.68
"2633",3133,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.57
"2634",3134,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.445
"2635",3135,"FC3","16","Premature Response","5CSRTT Day 1","on","Not_omission","Premature","",-0.665
"2636",3136,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.305
"2637",3137,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.265
"2638",3138,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",1.12
"2639",3139,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.33
"2640",3140,"FC3","16","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",1.71
"2641",3141,"FC3","16","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.915
"2642",3142,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.575
"2643",3143,"FC3","16","Premature Response","5CSRTT Day 1","on","Not_omission","Premature","",-0.2
"2644",3144,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.25
"2645",3145,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.425
"2646",3146,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.445
"2647",3147,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.27
"2648",3148,"FC3","16","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",1
"2649",3149,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.19
"2650",3150,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",2.125
"2651",3151,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.46
"2652",3152,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.355
"2653",3153,"FC3","16","Premature Response","5CSRTT Day 1","on","Not_omission","Premature","",-0.78
"2654",3154,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.2
"2655",3155,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.26
"2656",3156,"FC3","16","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",1.025
"2657",3157,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.945
"2658",3158,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.54
"2659",3159,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.245
"2660",3160,"FC3","16","Premature Response","5CSRTT Day 1","on","Not_omission","Premature","",-1.16
"2661",3161,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.435
"2662",3162,"FC3","16","Incorrect Response","5CSRTT Day 1","on","Not_omission","Not_premature","Error",0.875
"2663",3163,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.325
"2664",3164,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.625
"2665",3165,"FC3","16","Reward","5CSRTT Day 1","on","Not_omission","Not_premature","Reward",0.28
