"","X","Animal","Session.Number","Outcome","Protocol","Stim","Omission_or_not","Premature_or_not","Accuracy","Reaction.Time"
"289",289,"FC2","3","Reward","5CSRTT Day 3","off","Not_omission","Not_premature","Reward",0.61
"290",290,"FC2","3","Reward","5CSRTT Day 3","off","Not_omission","Not_premature","Reward",0.435
"291",291,"FC2","3","Incorrect Response","5CSRTT Day 3","off","Not_omission","Not_premature","Error",1.085
"292",292,"FC2","3","Incorrect Response","5CSRTT Day 3","off","Not_omission","Not_premature","Error",0.08
"293",293,"FC2","3","Reward","5CSRTT Day 3","off","Not_omission","Not_premature","Reward",0.325
"294",294,"FC2","3","Reward","5CSRTT Day 3","off","Not_omission","Not_premature","Reward",0.46
"295",295,"FC2","3","Incorrect Response","5CSRTT Day 3","off","Not_omission","Not_premature","Error",0.095
"296",296,"FC2","3","Reward","5CSRTT Day 3","off","Not_omission","Not_premature","Reward",0.335
"297",297,"FC2","3","Premature Response","5CSRTT Day 3","off","Not_omission","Premature","",-1.7
"298",298,"FC2","3","Omission","5CSRTT Day 3","off","Omission","Omission","",NA
"299",299,"FC2","3","Premature Response","5CSRTT Day 3","off","Not_omission","Premature","",-0.195
"300",300,"FC2","3","Reward","5CSRTT Day 3","off","Not_omission","Not_premature","Reward",0.885
"301",301,"FC2","4","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",2.34
"302",302,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.42
"303",303,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-2.07
"304",304,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.18
"305",305,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-1.67
"306",306,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-1.615
"307",307,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.69
"308",308,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.73
"309",309,"FC2","4","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",4.06
"310",310,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-1.105
"311",311,"FC2","4","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",1.12
"312",312,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.73
"313",313,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-1.89
"314",314,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.91
"315",315,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.5
"316",316,"FC2","4","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.515
"317",317,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.84
"318",318,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.05
"319",319,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-1.73
"320",320,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.02
"321",321,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-1.505
"322",322,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.34
"323",323,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-3.11
"324",324,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.615
"325",325,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.555
"326",326,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-1.23
"327",327,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.3
"328",328,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.25
"329",329,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.51
"330",330,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",4.995
"331",331,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.435
"332",332,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.355
"333",333,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.44
"334",334,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-1.055
"335",335,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.61
"336",336,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.215
"337",337,"FC2","4","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.705
"338",338,"FC2","4","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.855
"339",339,"FC2","4","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",1.175
"340",340,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.68
"341",341,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.415
"342",342,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.335
"343",343,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-1.64
"344",344,"FC2","4","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.25
"345",345,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.87
"346",346,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.245
"347",347,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.435
"348",348,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.365
"349",349,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.41
"350",350,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.025
"351",351,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.495
"352",352,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.365
"353",353,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.615
"354",354,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.36
"355",355,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.51
"356",356,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.4
"357",357,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.05
"358",358,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.39
"359",359,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.5
"360",360,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.515
"361",361,"FC2","4","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.57
"362",362,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.39
"363",363,"FC2","4","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.255
"364",364,"FC2","4","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.86
"365",365,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.19
"366",366,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.685
"367",367,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.485
"368",368,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.01
"369",369,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.96
"370",370,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.955
"371",371,"FC2","4","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.02
"372",372,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.845
"373",373,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.975
"374",374,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.655
"375",375,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.54
"376",376,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.37
"377",377,"FC2","4","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.035
"378",378,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.54
"379",379,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.62
"380",380,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",1.27
"381",381,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.415
"382",382,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.59
"383",383,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.51
"384",384,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.29
"385",385,"FC2","4","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.855
"386",386,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.76
"387",387,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-1.89
"388",388,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.45
"389",389,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-3.82
"390",390,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-1.44
"391",391,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.585
"392",392,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.46
"393",393,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.03
"394",394,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.34
"395",395,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.27
"396",396,"FC2","4","Incorrect Response","5CSRTT Day 4","on","Not_omission","Not_premature","Error",0.82
"397",397,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.89
"398",398,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.465
"399",399,"FC2","4","Premature Response","5CSRTT Day 4","on","Not_omission","Premature","",-0.105
"400",400,"FC2","4","Reward","5CSRTT Day 4","on","Not_omission","Not_premature","Reward",0.315
"401",401,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-0.24
"402",402,"FC2","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",1.21
"403",403,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.66
"404",404,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-1.035
"405",405,"FC2","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",0.295
"406",406,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.675
"407",407,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-0.14
"408",408,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.71
"409",409,"FC2","5","Omission","5CSRTT Day 5","off","Omission","Omission","",NA
"410",410,"FC2","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",1.41
"411",411,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-0.88
"412",412,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-1.205
"413",413,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.63
"414",414,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-0.11
"415",415,"FC2","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",0.805
"416",416,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.565
"417",417,"FC2","5","Omission","5CSRTT Day 5","off","Omission","Omission","",NA
"418",418,"FC2","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",0.785
"419",419,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.52
"420",420,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-3.335
"421",421,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.67
"422",422,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.745
"423",423,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.285
"424",424,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-1.415
"425",425,"FC2","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",3.05
"426",426,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.705
"427",427,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-1.78
"428",428,"FC2","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",0.83
"429",429,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.59
"430",430,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.565
"431",431,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-1.27
"432",432,"FC2","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",0.56
"433",433,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.42
"434",434,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.47
"435",435,"FC2","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",0.56
"436",436,"FC2","5","Omission","5CSRTT Day 5","off","Omission","Omission","",NA
"437",437,"FC2","5","Omission","5CSRTT Day 5","off","Omission","Omission","",NA
"438",438,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.62
"439",439,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-0.29
"440",440,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-0.23
"441",441,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.355
"442",442,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-0.65
"443",443,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.03
"444",444,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-1.08
"445",445,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.805
"446",446,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.81
"447",447,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.63
"448",448,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-0.17
"449",449,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.475
"450",450,"FC2","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",0.8
"451",451,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.215
"452",452,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-0.555
"453",453,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.51
"454",454,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.345
"455",455,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-2.36
"456",456,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.29
"457",457,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.48
"458",458,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-0.455
"459",459,"FC2","5","Premature Response","5CSRTT Day 5","off","Not_omission","Premature","",-1.17
"460",460,"FC2","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",2.39
"461",461,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.47
"462",462,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",0.28
"463",463,"FC2","5","Omission","5CSRTT Day 5","off","Omission","Omission","",NA
"464",464,"FC2","5","Incorrect Response","5CSRTT Day 5","off","Not_omission","Not_premature","Error",0.58
"465",465,"FC2","5","Reward","5CSRTT Day 5","off","Not_omission","Not_premature","Reward",1.935
